WBS;Capitulo;Subcapitulo;Actividad;Semana;BAC;PV;EV;AC;Comentario_Operativo;Comentario_Administrativo
2.2.1;2. Obras Civiles;2.2 Cimentaciones;Zapatas Porticos;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.1;2. Obras Civiles;2.2 Cimentaciones;Zapatas Porticos;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.1;2. Obras Civiles;2.2 Cimentaciones;Zapatas Porticos;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.1;2. Obras Civiles;2.2 Cimentaciones;Zapatas Porticos;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;1;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;2;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;3;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;4;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;5;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;6;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;7;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;8;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;9;41266;0;0;0;No iniciada;No iniciada
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.2;2. Obras Civiles;2.2 Cimentaciones;Acero Porticos;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;1;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;2;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;3;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;4;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;5;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;6;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;7;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;8;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;9;41266;0;0;0;No iniciada;No iniciada
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.3;2. Obras Civiles;2.2 Cimentaciones;Vaciado Porticos;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;1;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;2;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;3;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;4;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;5;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;6;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;7;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;8;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;9;41266;0;0;0;No iniciada;No iniciada
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.4;2. Obras Civiles;2.2 Cimentaciones;Foso Trafo;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;1;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;2;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;3;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;4;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;5;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;6;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;7;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;8;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;9;41266;0;0;0;No iniciada;No iniciada
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.5;2. Obras Civiles;2.2 Cimentaciones;Muro Cortafuego;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;1;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;2;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;3;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;4;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;5;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;6;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;7;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;8;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;9;41266;0;0;0;No iniciada;No iniciada
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.6;2. Obras Civiles;2.2 Cimentaciones;Vaciado Foso;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;1;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;2;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;3;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;4;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;5;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;6;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;7;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;8;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;9;41266;0;0;0;No iniciada;No iniciada
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.7;2. Obras Civiles;2.2 Cimentaciones;Trampa Aceite;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;1;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;2;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;3;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;4;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;5;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;6;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;7;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;8;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;9;41266;0;0;0;No iniciada;No iniciada
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;10;41266;2579;2475;3257;Frente operativo.;Ejecucion conforme.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;11;41266;5158;4950;6514;Frente operativo.;Ejecucion conforme.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;12;41266;7737;7425;9771;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;13;41266;10316;9900;13028;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;14;41266;12895;12375;16285;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;15;41266;15474;14850;19542;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;16;41266;18053;17325;22799;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;17;41266;20632;19800;26056;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;18;41266;23211;22275;29313;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;19;41266;25790;24750;32570;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.2.8;2. Obras Civiles;2.2 Cimentaciones;Bases GIS;20;41266;28369;27225;35827;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;1;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;2;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;3;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;4;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;5;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;6;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;7;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;8;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;9;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;10;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;11;30949;0;0;0;No iniciada;No iniciada
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;12;30949;1820;1747;2299;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;13;30949;3640;3494;4598;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;14;30949;5460;5241;6897;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;15;30949;7280;6988;9196;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;16;30949;9100;8735;11495;Fundicion lenta por lodos en foso.;Alerta presupuestal en obra civil.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;17;30949;10920;10482;13794;Nivel freatico detectado. Inicia achique.;Costo directo elevado por ACPM.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;18;30949;12740;12229;16093;Saturacion de terreno. 2 bombas extra.;Aprobacion horas extras achique.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;19;30949;14560;13976;18392;Achique continuo, frente a media marcha.;Alquiler maquinaria impacta CPI.
2.3.1;2. Obras Civiles;2.3 Ductos y Drenajes;Excavacion Zanjas;20;30949;16380;15723;20691;Barro severo. Accesos limitados.;Mitigacion ambiental en curso.
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;1;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;2;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;3;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;4;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;5;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;6;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;7;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;8;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;9;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;10;30949;0;0;0;No iniciada;No iniciada
2.3.2;2. Obras Civiles;2.3 Ductos y Drenajes;Tuberia PVC;11;30949;0;0;0;No iniciada;No iniciada
